date,tau_day,h_m,h_m2,h_k
2020-05-02,27,0.11370581128406229,0.058649056635045105,414.79743904964494
2020-05-03,12,0.08616504544608322,0.022819165426872418,366.52039538969046
2020-05-03,26,0.08207065831353491,0.07275720723306525,441.22884822568767
2020-05-04,11,0.06893098815900939,0.03428368568334249,155.87165316101084
2020-05-04,25,0.17219782704412998,0.08645039365068476,426.7743149512824
2020-05-05,10,0.062254308329152894,0.04061788572296833,241.13338519602723
2020-05-05,24,0.14714584663273592,0.09842463824725554,328.8325067193575
2020-05-06,9,0.07517760783346197,0.0420897823779687,315.0901369534535
2020-05-06,23,0.12299148239827841,0.06884454328029352,346.27610918380776
2020-05-07,8,0.1047091212456074,0.044153526566913626,415.5804942011075
2020-05-07,15,0.13526861905300142,0.06783676343186171,365.61473276364796
2020-05-07,22,0.11789595997247618,0.1757515285619542,539.0692076738777
2020-05-08,14,0.10821631177584085,0.030008707353697706,517.2759150734845
2020-05-08,21,0.08827502399256384,0.05724098754681978,312.6566728605085
2020-05-09,13,0.10027642376715507,0.025697361810174173,460.9742502748778
2020-05-09,20,0.13173000435008472,0.04374729788514658,485.3637761280033
2020-05-10,12,0.09418983215449686,0.06836197069588273,199.70924949627056
2020-05-10,19,0.1592498208956387,0.06321687509022778,480.75278174268954
2020-05-11,11,0.13294487457737356,0.10803294763338284,594.1912079465939
2020-05-11,18,0.16489770736207293,0.16489770736207293,647.027362511418
2020-05-12,10,0.0659928352894921,0.055665777062971156,264.9904287947885
2020-05-12,17,0.09006118749103792,0.06589455583783924,302.10095766775385
2020-05-13,9,0.08400224500867215,0.04095419204802246,352.097142844175
2020-05-13,16,0.13976080238766525,0.06945139160553093,379.5426533104455
2020-05-14,8,0.07176035269677003,0.04273771375692985,411.2014403531174
2020-05-14,15,0.10336002511876084,0.06791389677391615,358.1159066574673
2020-05-15,14,0.07648094689589963,0.06382932821417547,330.3926529935525
2020-05-16,13,0.08979153081794514,0.04784354584619305,366.3928487998401
2020-05-17,12,0.12664980826327413,0.05631167286951668,336.8356225277803
2020-05-17,40,0.22167633908356293,0.20338185118838556,613.2986082142932
2020-05-18,11,0.07180458077500618,0.041749415131670374,314.60336073412145
2020-05-18,39,0.13529729080996017,0.07796561225575005,404.3318088823188
2020-05-20,9,0.13022458888922428,0.059562648521281986,407.35290185416164
2020-05-20,37,0.1485129856718542,0.09485954230178839,459.57204634668255
2020-05-21,8,0.09458375373261327,0.041067497928148476,289.84992875845364
2020-05-21,15,0.10680447418431316,0.17033906539437324,484.7234522932318
2020-05-21,36,0.17554698705212743,0.09130489139444908,752.6581143761282
2020-05-22,14,0.04582903930859361,0.03244538782637628,226.10460909128085
2020-05-22,35,0.13020247933741674,0.05817080379948727,336.53517583138944
2020-05-23,13,0.08310028447691366,0.051962944888356954,270.4800012058794
2020-05-23,34,0.1448339442216588,0.05773257452783161,438.86390079676164
2020-05-24,12,0.058191767103112704,0.03259305541367766,295.9037604879452
2020-05-24,33,0.09354576006343683,0.09354576006343683,668.718443218354
2020-05-25,11,0.06685316100651442,0.0427708973784951,322.3961929395584
2020-05-25,32,0.0996730120435039,0.05349918157680309,455.6749960477604
2020-05-26,10,0.0564449372934744,0.03643081020991224,297.00795821151246
2020-05-26,31,0.09342891229669897,0.051393183437348174,320.1676833052885
2020-05-27,9,0.08416036190394129,0.046163039939919645,293.6150125302377
2020-05-27,30,0.12467305769679402,0.1044174267477125,688.35964814659
2020-05-28,8,0.057704500594802005,0.03226017037334659,184.5192088709302
2020-05-28,29,0.3049458210394647,0.05018296651683658,461.217574388802
2020-06-05,14,0.06599945621223235,0.03264095785777103,318.40009980792354
2020-06-05,21,0.09271497908788129,0.04298830927855529,339.814736147506
2020-06-06,13,0.13460463118309815,0.026344765602100976,214.5913319228693
2020-06-06,20,0.42881132656407717,0.04535577164988196,333.4360828146157
2020-06-07,12,0.10341327174279238,0.05862834149043254,283.1870133902535
2020-06-07,19,0.10808015403916271,0.062294932822480914,311.59256236521503
2020-06-08,11,0.05860624410853027,0.03287621297183421,160.574192609673
2020-06-08,18,0.0642085894031543,0.05468214678455436,358.5297974807648
2020-06-09,10,0.10141112049649696,0.04352872546576321,210.70718738250133
2020-06-09,17,0.10567170779921023,0.09003999351204944,375.7011149174196
2020-06-10,9,0.08733486021011624,0.0578159222801554,252.20397779941598
2020-06-10,16,0.0936098941915231,0.018563871379190976,373.35568632724755
2020-06-11,8,0.09410951046020502,0.09089673317062755,217.62854903083587
2020-06-11,15,0.10448402750908412,0.08062793328909276,408.85921505406884
2020-06-12,14,0.08496145860699875,0.02769928777924191,323.179907223562
2020-06-13,13,0.11796472901430236,0.02085432874142414,145.0060551605475
2020-06-14,12,0.10986329720556387,0.08428430521801672,325.64354353034093
2020-06-15,11,0.05690484461192779,0.08087945862255652,293.37463119808723
2020-06-16,10,0.18260603805224718,0.08086867935074905,117.8039779256105
2020-06-17,9,0.06242430044614782,0.040744117493014056,290.1480949970007
2020-06-23,38,0.08096251395684763,0.046281029978652646,545.5644401819117
2020-06-24,9,0.11612065837657568,0.050528055381722545,215.28143284718556
2020-06-24,37,0.07568255358122875,0.07642535933051703,492.32111444220146
2020-06-25,8,0.08111367884584854,0.05237360319586963,184.89662132826635
2020-06-25,15,0.0761377861688583,0.047890161983843015,181.24660187722935
2020-06-25,36,0.11364430987073325,0.06564588732887788,409.60892147875586
2020-06-26,14,0.06060686471854895,0.044183669015912926,240.48093880517217
2020-06-26,35,0.11701346761014875,0.056083173744049385,373.18470900169666
2020-06-27,13,0.15531576714940185,0.03951421225646218,277.2709165271946
2020-06-27,34,0.12493642781476733,0.06400301855829776,454.3341002837549
2020-06-28,12,0.09080513773784998,0.03821691050511486,129.9685081333277
2020-06-28,33,0.2560811567732996,0.07277211074089451,373.18251823584797
2020-06-29,11,0.11129887498479754,0.055110661692552146,219.82768236676156
2020-06-29,32,0.08592429819516201,0.0942939210543019,441.4262252260187
2020-06-30,10,0.028830611710110175,0.03351153446751106,152.52231071268181
2020-06-30,31,0.20191589736187365,0.07777247053345071,350.2393048114627
2020-07-01,9,0.09889650735491393,0.05145384912570737,185.4891696671828
2020-07-01,30,0.10730341152540615,0.017363489873531604,340.3711320920328
2020-07-02,8,0.05078514840350383,0.07276734723862308,195.50886946469814
2020-07-02,15,0.047292818678852905,0.04061839743438336,165.34488333183867
2020-07-02,29,0.3193116058422519,0.01956533762151248,336.6158772867052
2020-07-03,14,0.10810215864373332,0.05721497899132151,145.2118843146639
2020-07-03,28,0.27758693845805427,0.055975256491615256,323.84077131269
2020-07-04,13,0.06494484881272854,0.07109514220376877,154.41169057564827
2020-07-04,27,0.11611730408335796,0.050711756678275974,339.43766652744284
2020-07-05,12,0.08706615582048108,0.03771164267844339,166.21729772165216
2020-07-05,26,0.06464298682108746,0.05499557276964539,365.7663548724922
2020-07-06,11,0.056010802876686194,0.09459959963270889,155.26421779068497
2020-07-06,25,0.2676513236399931,0.07418379944461918,334.4861030507823
2020-07-07,10,0.08635143583128413,0.05566952198244479,156.8688640029871
2020-07-07,24,0.07485957923120139,0.0161494485232325,300.09107089450174
2020-07-08,9,0.059760425490552445,0.052540915263733785,160.3438378692457
2020-07-08,23,0.14420360452931805,0.026573716997465226,326.9849509701968
2020-07-09,8,0.06354875164420308,0.042058448099873705,179.9389311196163
2020-07-09,15,0.0750975762012146,0.059041894621724586,285.9330373456794
2020-07-09,22,0.3626796595679775,0.02670614198447547,348.23162855860426
2020-07-10,14,0.056507821292521236,0.051418319604357166,158.03887653405812
2020-07-10,21,0.10323451825387821,0.12868280645020655,329.08653735263096
2020-07-11,13,0.09917193942031834,0.0386157219918546,199.67721121563477
2020-07-11,20,0.09827663583673726,0.053028214453810785,182.0173287712097
2020-07-12,12,0.08843302486034631,0.030345479811662003,211.12450860168605
2020-07-12,19,0.11119100349331208,0.02501260651741143,212.2500764662642
2020-07-13,11,0.04477136642459448,0.021438033091261147,166.2998834947619
2020-07-13,18,0.09520303306629911,0.05418328456449592,340.665841273879
2020-07-14,10,0.10696368037643657,0.014920602063649833,168.64485518308948
2020-07-14,17,0.0883005152984182,0.05411382569934575,328.49498274676347
2020-07-15,9,0.08532936992241424,0.018107144150313056,126.8480473274701
2020-07-15,16,0.06289031642285883,0.019941314893390773,162.81568305132416
2020-07-16,8,0.04395139776269414,0.01936378586408466,132.12647607696465
2020-07-16,15,0.11768032501873918,0.047785688704868795,175.513969133312
2020-07-17,14,0.056609759377739516,0.03595733901843389,529.4267498004382
2020-08-18,10,0.08282202471271817,0.012444979644357684,199.95671344001903
2020-08-18,38,0.17453210169086633,0.09677947431703804,754.6606176271368
2020-08-19,9,0.09375397643920638,0.06864514963476646,281.4655454283368
2020-08-19,37,0.3575647430601121,0.08297251620444057,398.6919725218879
2020-08-20,8,0.10365039033569169,0.07963011914707283,182.3730333162962
2020-08-20,15,0.08770856463359009,0.033377640981412826,243.46723183098166
2020-08-20,36,0.14762202648611578,0.05346205082919191,410.20405791494056
2020-08-21,14,0.07125950398618468,0.08216438275176405,293.5433072148502
2020-08-21,35,0.405046191061512,0.018566643121857032,450.46768148083845
2020-08-22,13,0.06715821616772039,0.0585036443008083,257.94835033470895
2020-08-22,34,0.14372663262237026,0.021593664421969035,360.4333247225544
2020-08-23,12,0.0886829322041051,0.038763613693996786,153.02867857916175
2020-08-23,33,0.11380060130455147,0.06466098169141135,405.9637069657673
2020-08-24,11,0.07253893569954363,0.042975196603335694,252.843286328792
2020-08-24,32,0.08091847893497842,0.06917042615335289,341.92806150055515
2020-08-25,10,0.08334098098576255,0.03902418606291795,272.66261764166336
2020-08-25,31,0.0790183329083922,0.06625616339378122,370.6065762970218
2020-08-26,9,0.08990256871239533,0.0974547550257059,149.01900813256728
2020-08-26,30,0.09251587747679865,0.06810139278171752,327.2500161127032
2020-08-27,8,0.08830184611970736,0.040491676180995174,161.06159621911905
2020-08-27,15,0.07306084011078678,0.0459709219190242,406.1923406300783
2020-08-27,29,0.11341812297144445,0.02330668672086229,448.4713476460453
2020-08-28,14,0.07109931746337617,0.046999194134066585,247.98692465776608
2020-08-28,28,0.23644563397884988,0.06838208156482468,345.21165079951624
2020-08-29,13,0.05728589647601466,0.07985747575983831,186.95806925958408
2020-08-29,27,0.10681423025633162,0.026380481296822064,374.7615614880538
2020-08-30,12,0.11283602787399862,0.028919102839129317,149.73791171226688
2020-08-30,26,0.06619095694700292,0.042541420724208925,321.47686167307916
2020-08-31,11,0.09084782925532639,0.18277084959823536,257.79137565258225
2020-08-31,25,0.13145316696759485,0.08243298231658572,383.3442684637539
2020-09-01,10,0.05940076495237716,0.05401194550018942,198.80028704316265
2020-09-01,17,0.1026589138851672,0.023998506344848722,569.9179781306174
2020-09-01,24,0.23576943446600962,0.07088794901343973,506.64108562468914
2020-09-02,9,0.08098037218137388,0.04194589579167507,203.9197822360564
2020-09-02,16,0.14050876009246824,0.039167393371170076,475.85617141684355
2020-09-02,23,0.07943480295315593,0.02072074678582266,404.95788418358086
2020-09-03,8,0.12865773196180125,0.05559573313990702,283.8902053641797
2020-09-03,15,0.1679113323843863,0.08294945544791069,618.2636082787268
2020-09-03,22,0.1512217521325822,0.08881602096637814,349.0151384508978
2020-09-04,21,0.16482718142922204,0.06570212243554956,474.4754568859107
2020-09-08,10,0.07769870890679953,0.04135683545399989,252.8842181679792
2020-09-08,17,0.10064707109363946,0.06735787529035386,330.6054082048328
2020-09-09,9,0.14040537439571235,0.04801444719542318,249.66151386868518
2020-09-09,16,0.18970992478318707,0.07898543972478878,322.49837726096064
2020-09-10,8,0.0774640827072454,0.05133706470325711,245.1280978938893
2020-09-10,15,0.09894467364889911,0.08470258143973684,341.3397700754921
2020-09-10,22,0.07637897820224081,0.038293434362691225,475.29873741544134
2020-09-11,14,0.0853158146594036,0.018840417383214954,351.8445880054346
2020-09-11,21,0.05167922644709911,0.022730535943895697,395.2750649968456
2020-09-12,13,0.11394428173203408,0.018568772366549482,296.585091454136
2020-09-12,20,0.08078234316779825,0.0360104684517991,372.85272274967895
2020-09-13,12,0.0922843362531297,0.014674320059637893,223.18488804189406
2020-09-13,19,0.0509663980506034,0.0509663980506034,169.25925482875226
2020-09-18,14,0.08115032155836721,0.04089184744773857,179.54172639169153
2020-09-18,21,0.17579532665454153,0.04157475208600747,260.8849816306248
2020-09-19,13,0.0871961221181568,0.03186165458287708,127.13379552435903
2020-09-19,20,0.1079646318200037,0.03781880261805194,296.3327744482939
2020-09-20,12,0.0512329815970133,0.027899648263679966,176.26437633843284
2020-09-20,19,0.10618509877609411,0.048452505938574364,244.04352319731248
2020-09-20,40,0.2551721697899028,0.08870825548977665,399.9009133010536
2020-09-21,11,0.08554622575261146,0.027983470352215423,158.16927182417308
2020-09-21,18,0.12183706742112654,0.21656871289850632,405.8043877375627
2020-09-21,39,0.06741537791944846,0.06310575323762718,422.25736172829363
2020-09-22,10,0.043999533312188144,0.026244027647949517,186.21573658316464
2020-09-22,17,0.2990691002535583,0.033757720481293205,375.2925980813611
2020-09-22,38,0.1048418867967615,0.02912565807026466,285.7321069491394
2020-09-23,9,0.05869894259253414,0.04119147954380674,234.97898729259717
2020-09-23,16,0.0489242847960487,0.038384176808376004,175.2312617021307
2020-09-23,37,0.11764073041840747,0.08957074558688907,438.02696609731316
2020-09-24,8,0.049159870151336715,0.04230593286142765,122.2071674067316
2020-09-24,15,0.08034636220728072,0.045550405452401695,617.8148830218255
2020-09-24,22,0.0368362728649421,0.0368362728649421,204.94030292880475
2020-09-24,36,0.12255106931295598,0.034275595152515166,624.5506487658813
2020-09-25,14,0.061513184005004246,0.14952633696572612,185.8084396303458
2020-09-25,21,0.0916801788824737,0.03851636494807112,265.46764285727033
2020-09-25,35,0.13492924899134806,0.01969844556134175,183.01806486621027
2020-09-26,13,0.03926184610296248,0.010701025612756931,198.0088621655725
2020-09-26,20,0.0469630260181957,0.028507253710398778,514.9900411092514
2020-09-26,34,0.41093298296790626,0.02603653543732814,362.06635642947344
2020-03-05,50,0.14745124824835104,0.048762347203903524,478.3680285578998
2020-03-06,49,0.20001324724862213,0.02801238918851901,452.69960184156633
2020-03-07,48,0.43677364228766,0.06535216473127078,419.9624838578621
2020-03-08,47,0.1687693887256288,0.09356103896065973,485.9093183343325
2020-03-09,46,0.22176306778939625,0.11705237810794886,887.5810171979998
2020-03-10,45,0.13123657772224606,0.05227986459524333,586.2908744054282
2020-03-11,44,0.07577847793289041,0.05121441660304678,444.0829440289008
2020-03-12,43,0.17183153641640544,0.356392067348133,1239.3268886029516
2020-03-13,42,0.44981728054950143,0.13945731077033208,1708.1528622466788
2020-03-19,99,0.09675966459992118,0.06663090676042477,873.4539848696736
2020-03-20,98,0.13137172977053446,0.14518000419698535,609.1565929301211
2020-03-21,97,0.5087791304944118,0.12116091275811328,896.8651876928886
2020-03-22,96,0.5020840396382568,0.11956654052365867,838.1699727999243
2020-03-23,95,0.7337696353911952,0.15812047025417297,954.2821543302634
2020-03-29,61,0.2088562040471038,0.1594999463825442,557.317078342426
2020-03-29,89,0.09164353024824205,0.058210059929665145,393.80651795236463
2020-03-30,60,0.12389738749412209,0.06506027197179927,1353.1067942699024
2020-03-30,88,0.7042087643756246,0.10244963175402096,868.4079264216805
2020-03-31,59,0.17118603510362804,0.08786497526833326,345.7469952721276
2020-03-31,87,0.03503668578504246,0.03503668578504246,328.8605088908913
2020-04-01,58,0.21592078890836586,0.1668655389996032,972.3317878594498
2020-04-01,86,0.17770174705047093,0.04315297717913055,698.6624945584699
2020-04-02,57,0.14839177681206592,0.10476745665846887,926.1349094134977
2020-04-02,85,0.14273384297321795,0.041060420581336673,901.7247212607753
2020-04-03,56,0.14055856822552376,0.05090398430249264,845.731007696727
2020-04-03,84,0.22664527978774662,0.1527049868522864,970.2759043917933
2020-04-04,55,0.15879904481284746,0.04910705574705304,537.1624012884894
2020-04-04,83,0.3783353439816094,0.17456719032571727,628.2864497909852
2020-04-05,54,0.17313858676230182,0.07283681817569397,607.9191582219997
2020-04-05,82,0.14109377055215688,0.07409033613469425,869.3778568539791
2020-04-06,53,0.13734805382065088,0.046489363310848755,663.6434171366772
2020-04-06,81,0.10170456921704954,0.07430230186323308,544.6943762671223
2020-04-07,52,0.14091392972241013,0.06551125361956957,467.58605433038923
2020-04-07,80,0.10092758690847353,0.08521430990475909,505.9345655492684
2020-04-08,51,0.12538535154777422,0.10849406066569064,478.63729341521764
2020-04-08,79,0.15328619332195265,0.11959815818541181,826.6838504591776
2020-04-09,50,0.07369732828364858,0.26000883488531507,427.9956341638382
2020-04-09,78,0.2292293387067028,0.06814926285874949,859.7576718913049
2020-04-10,49,0.14780831413188877,0.08245486579419364,427.31478129832294
2020-04-10,77,0.1805282221011606,0.060258853806594626,824.8229214676717
2020-04-11,48,0.18047720844072573,0.08500460075662483,354.72794481809206
2020-04-11,76,0.07314256268604968,0.06022914256233414,396.7024390535589
2020-04-14,45,0.12446599749314297,0.06475906142632162,430.84534058299175
2020-04-14,73,0.6394765254527056,0.06406413278670092,848.0045109617021
2020-04-15,44,0.14217164288469555,0.046287342329270675,359.6077353596509
2020-04-15,72,0.2523273281121864,0.10779154958790785,861.717058681427
2020-04-16,43,0.13090444315313027,0.0843942097825981,533.2012177347383
2020-04-16,71,0.13982236618914698,0.12770766871984057,741.8981238160303
2020-04-18,41,0.14331687275704855,0.08468961040398096,365.37116088055626
2020-04-18,69,0.20505826768510396,0.06280634005253766,971.8997380999491
2020-04-19,68,0.15680916727171942,0.048028348206602456,949.5701100271898
2020-04-20,67,0.14705651413394213,0.09202842763200951,615.1856484064351
2020-04-21,66,0.1473567708829063,0.11884493066840411,927.2782673347747
2020-04-22,65,0.14005550186075036,0.06331276111513373,581.6604556358483
2020-04-23,64,0.13452703846598432,0.24180550886126978,772.9000056228065
2020-04-24,63,0.1470201375523757,0.12148247624658798,870.4624931250243
2020-04-25,62,0.07046401030911223,0.7033589392673203,292.5142514633865
2020-04-26,61,0.1507339494660661,0.05449051643973583,1093.2304026434308
2020-04-27,60,0.15816076658857114,0.27054952875597366,874.3517285845038
2020-04-30,57,0.14421186816253134,0.09250563558465183,931.768478701638
2020-05-01,56,0.1260468070480286,0.10970614044250387,750.1263659439869
2020-05-02,55,0.11877190307386004,0.07032326055762697,460.5083286392006
2020-05-03,54,0.2226843617695566,0.07744489309903656,986.636870857631
2020-05-04,53,0.16175989521361883,0.19742938637097812,861.2867589058284
2020-05-05,52,0.15417591512339607,0.03314697182917556,724.0488684341468
2020-05-06,51,0.14562385062874256,0.09048649837161976,424.78611967205717
2020-05-07,50,0.26895358638094125,0.08025136526869125,918.6285881105835
2020-05-08,49,0.07695368444094272,0.06672614921618292,481.7882774643797
2020-05-09,48,0.1537292644869766,0.06662030992436455,1305.3014437459829
2020-05-10,47,0.11552400766652929,0.059586875919782824,822.8780354518178
2020-05-11,46,0.17123667252360508,0.11154775818451745,731.2526596943515
2020-05-12,45,0.2558341334247021,0.024019092931062545,221.25040688566426
2020-05-13,44,0.17278470778519409,0.05617390268524044,979.722847526292
2020-05-14,43,0.13596915309437807,0.048058390238722624,591.5164604553144
2020-05-15,42,0.10821667321439528,0.09019817257861835,609.3770917531692
2020-05-16,41,0.12735043812948002,0.08052364510517318,442.3012097464025
2020-06-05,56,0.07314503350070753,0.05057686889442862,887.2153072941821
2020-06-06,55,0.09803443637422421,0.047595055183617556,539.5561173405863
2020-06-07,54,0.13629057588170668,0.05339213446045282,729.7433008584921
2020-06-08,53,0.07357284607931848,0.06408173109174416,915.0576438246428
2020-06-09,52,0.11256045740518547,0.06876407058640693,489.7514733852345
2020-06-10,51,0.1353157050955927,0.06939289732583238,432.0499487794747
2020-06-11,50,0.06446241698662969,0.08766483634396453,1510.9592881904455
2020-06-12,49,0.10894834487244393,0.09749695691451708,666.8027518853899
2020-06-13,48,0.10312070176086319,0.06961879056769779,802.6106535363559
2020-06-14,47,0.154921538956643,0.02169717507532587,770.6753786538254
2020-06-15,46,0.14682572676790415,0.06931864818109482,764.5077562510232
2020-06-16,45,0.29645325424794794,0.07770560447234001,679.5499986931136
2020-06-17,44,0.07183994609474673,0.042659310350265475,653.9181326940309
2020-06-24,93,0.09202408867480735,0.08023291180969858,819.1208336898618
2020-06-25,64,0.14622598438487192,0.06755092332663873,409.54262616328634
2020-06-25,92,0.08705475342319118,0.7087300912151098,508.69418517759107
2020-06-26,63,0.113521494244609,0.021306313107489705,351.3870283196538
2020-06-26,91,0.18371948385584397,0.06000187817654537,966.7703603565565
2020-06-27,62,0.1827874158098154,0.03449263917561926,701.8451262733588
2020-06-27,90,0.19990948135910294,0.14449535794222523,993.8833577241338
2020-06-28,61,0.12375263953821307,0.07882560325411436,457.3383040902428
2020-06-28,89,0.09218055900626815,0.046215729365690246,903.1396445411353
2020-06-29,60,0.08858850709810531,0.046671526410029966,381.7087239823539
2020-06-29,88,0.1496475818399024,0.1094749543432508,957.0479637405876
2020-06-30,59,0.08940084644670436,0.07548215179033123,416.46476511049633
2020-06-30,87,0.164307690571006,0.4033507361744478,432.0712808191825
2020-07-01,58,0.07426330943505624,0.044098328813466675,641.1847986636208
2020-07-01,86,0.12949757265674752,0.08337514951872785,1044.062525916925
2020-07-02,57,0.07730579681880648,0.07730579681880648,702.467263754184
2020-07-02,85,0.24059918699376293,0.029637928909528603,435.6365591835697
